tour,player_name,ras_slow,ras_medium,ras_fast,n_slow,n_medium,n_fast,body_return_pts
WTA,Anastasija Sevastova,0.9563318777292577,0.9344262295081968,0.9226804123711341,229,183,194,606
WTA,Andrea Petkovic,0.9,0.9295774647887324,0.9175257731958762,160,142,97,399
WTA,Anett Kontaveit,0.9613259668508287,0.96875,0.9572192513368984,181,160,187,528
WTA,Angelique Kerber,0.9572953736654805,0.9638095238095238,0.9629629629629629,562,525,486,1573
WTA,Anhelina Kalinina,0.9536423841059603,0.9689922480620154,0.9615384615384616,151,129,78,358
WTA,Ann Li,0.9393939393939394,0.9868421052631579,0.9705882352941176,66,76,34,176
WTA,Anna Blinkova,0.9587628865979382,0.9285714285714286,0.9066666666666666,97,70,75,242
WTA,Anna Bondar,1.0,1.0,1.0,17,39,37,93
WTA,Anna Kalinskaya,0.979381443298969,0.9823008849557522,0.9333333333333333,97,113,90,300
WTA,Anna Karolina Schmiedlova,0.9918032786885246,0.968944099378882,0.968,122,161,125,408
WTA,Anna Lena Friedsam,0.92,0.9696969696969697,1.0,25,33,12,70
WTA,Arantxa Rus,1.0,1.0,0.9047619047619048,68,56,63,187
WTA,Arina Rodionova,0.9629629629629629,1.0,1.0,27,13,30,70
