tour,player_name,ras_slow,ras_medium,ras_fast,n_slow,n_medium,n_fast,body_return_pts,cluster,PC1,PC2
ATP,Dominic Thiem,0.9448946515397083,0.9090909090909091,0.8770343580470162,617,528,553,1698,6,-0.9888070538710548,0.21853318778402703
ATP,Dominik Koepfer,0.8785046728971962,0.9259259259259259,0.8888888888888888,107,162,99,368,2,-1.6135839304505066,-1.3123322897282652
ATP,Donald Young,0.8484848484848485,0.9390243902439024,0.813953488372093,33,82,43,158,2,-2.5866766284713947,-1.1373725536200292
ATP,Dudi Sela,1.0,0.7352941176470589,0.703125,10,34,64,108,5,-4.276392334585907,3.5432617240664324
ATP,Dusan Lajovic,0.945273631840796,0.875,0.8538011695906432,201,176,171,548,0,-1.6826900663944881,0.5361467230516522
ATP,Dustin Brown,0.9411764705882353,0.9583333333333334,0.8695652173913043,34,24,23,81,6,-0.42515983157649806,0.1418696662480911
ATP,Egor Gerasimov,1.0,0.8571428571428571,0.8571428571428571,21,28,28,77,5,-1.0980766342317867,1.6615280437376727
ATP,Elias Ymer,0.9565217391304348,0.9130434782608695,0.8064516129032258,23,46,31,100,5,-1.4374881388968619,1.2228333032797334
ATP,Emil Ruusuvuori,1.0,0.9540229885057471,0.94,63,87,100,250,3,1.0504844734738863,0.5975267369385047
ATP,Emilio Nava,0.9900990099009901,0.96,0.9324324324324325,101,50,74,225,3,0.9166284253467063,0.4653780655199397
ATP,Enzo Couacaud,0.95,1.0,0.8767123287671232,20,25,73,118,6,0.3560563706617254,0.17771475126398023
ATP,Ernesto Escobedo,0.9493670886075949,0.9014084507042254,0.9782608695652174,79,71,46,196,4,-0.06333432736668872,-0.7808855096236547
ATP,Ernests Gulbis,0.9107142857142857,0.8225806451612904,0.8461538461538461,112,124,130,366,0,-2.996762772634257,-0.009022410927322559
ATP,Evgeny Donskoy,1.0,0.9142857142857143,0.8076923076923077,11,35,52,98,5,-0.7704845314897772,2.106889774297397
ATP,Fabian Marozsan,0.9659090909090909,0.9868421052631579,0.9473684210526315,88,76,57,221,1,1.0804383914064584,-0.24242587735033283
ATP,Fabio Fognini,0.9498207885304659,0.9352112676056338,0.8673740053050398,279,355,377,1011,6,-0.6430970308108109,0.3827922470681453
ATP,Facundo Bagnis,0.9428571428571428,0.95,0.9056603773584906,105,80,53,238,6,-0.17223176664862974,-0.2034955256963053
ATP,Facundo Diaz Acosta,0.9655172413793104,0.9166666666666666,0.9428571428571428,58,36,35,129,4,0.04886618973908459,-0.0855370477118413
ATP,Federico Coria,0.9428571428571428,0.9298245614035088,0.9428571428571428,70,57,70,197,4,-0.09925996918878256,-0.5761224128444761
ATP,Federico Delbonis,0.927536231884058,0.8727272727272727,0.7884615384615384,69,55,52,176,0,-2.5991634514218642,0.8858960603990261
ATP,Feliciano Lopez,0.9625,0.8816568047337278,0.8306451612903226,160,169,124,453,5,-1.5580989795334503,1.1343003503794353
ATP,Felipe Meligeni Alves,1.0,0.96,1.0,38,50,15,103,1,1.7076220541435392,-0.06708403510942718
ATP,Felix Auger Aliassime,0.9560723514211886,0.9280898876404494,0.8623655913978494,387,445,465,1297,6,-0.6989893906324781,0.5785509519532588
ATP,Fernando Verdasco,0.9378531073446328,0.9663461538461539,0.8888888888888888,177,208,225,610,6,-0.17701733327848795,-0.1509852066763596
ATP,Filip Krajinovic,1.0,0.9310344827586207,0.9615384615384616,43,29,26,98,3,0.9344121198909556,0.40041192253400204
ATP,Flavio Cobolli,0.9821428571428571,0.9807692307692307,0.9761904761904762,56,52,42,150,1,1.5089782542875323,-0.21102212029697212
ATP,Florian Mayer,0.96875,0.9056603773584906,0.8863636363636364,32,53,44,129,4,-0.5977678628371127,0.6159975156584071
ATP,Frances Tiafoe,0.9617083946980854,0.9425287356321839,0.8936170212765957,679,696,752,2127,6,-0.11544338086433933,0.3303198984942581
ATP,Francisco Cerundolo,1.0,0.9615384615384616,0.9465648854961832,141,104,131,376,3,1.2184707260254486,0.5134891791693049
ATP,Francisco Comesana,0.961038961038961,0.9787234042553191,1.0,77,47,32,156,1,1.3983267462363076,-0.9041470717303921
ATP,Gabriel Diallo,0.9636363636363636,0.9508196721311475,0.9272727272727272,110,61,55,226,3,0.3505971418372041,-0.010732558806769057
ATP,Gael Monfils,0.965034965034965,0.9580645161290322,0.9107806691449815,715,620,538,1873,3,0.31494656471817706,0.18622507838230462
ATP,Gianluca Mager,0.8571428571428571,0.8571428571428571,0.8695652173913043,35,21,23,79,2,-3.074817177143831,-1.4300070689416942
ATP,Gijs Brouwer,0.9814814814814815,1.0,0.9545454545454546,54,34,44,132,1,1.5617091137047316,-0.020230450553289973
ATP,Gilles Muller,0.9693877551020408,0.89937106918239,0.8543046357615894,98,159,151,408,5,-0.9828835020597668,0.9894133794115323
ATP,Gilles Simon,0.9012345679012346,0.8,0.7565217391304347,81,105,115,301,0,-4.308664797107749,0.810187091069082
ATP,Giovanni Mpetshi Perricard,0.9696969696969697,0.96875,0.8461538461538461,33,32,65,130,6,-0.08469254658331446,0.9703036058713151
ATP,Gregoire Barrere,0.9351851851851852,0.8688524590163934,0.84,108,61,75,244,0,-2.048659560550036,0.48814519681233776
ATP,Grigor Dimitrov,0.9470013947001394,0.9176706827309237,0.9194991055456172,717,498,559,1774,4,-0.43190882820436477,-0.2154253435604365
ATP,Guido Pella,0.953757225433526,0.935,0.8598726114649682,173,200,157,530,6,-0.6600079433577193,0.5464518949752668
ATP,Henri Laaksonen,0.9538461538461539,0.9714285714285714,0.8513513513513513,130,70,74,274,6,-0.230012574816106,0.5811845576624647
ATP,Holger Rune,0.9775280898876404,0.9694323144104804,0.9123711340206185,178,229,194,601,3,0.6725895389415466,0.40862143948573953
ATP,Horacio Zeballos,0.9464285714285714,0.92,0.9454545454545454,56,50,55,161,4,-0.15962843420713368,-0.5143597369532801
ATP,Hubert Hurkacz,0.9698630136986301,0.9480122324159022,0.9245283018867925,365,327,371,1063,3,0.37638766476155766,0.15268820418971354
ATP,Hugo Dellien,0.9393939393939394,0.9807692307692307,0.9259259259259259,66,52,54,172,3,0.40153300295451516,-0.547063158321677
ATP,Hugo Gaston,0.972972972972973,0.9672131147540983,1.0,37,61,46,144,1,1.4121923569049928,-0.6382221212824036
ATP,Hugo Grenier,1.0,0.9705882352941176,1.0,37,68,39,144,1,1.85589547347726,-0.08455131515190539
ATP,Hyeon Chung,0.9444444444444444,0.927007299270073,0.8849557522123894,162,137,113,412,6,-0.6688097042029669,0.09321884309493363
ATP,Ilya Ivashka,0.9664429530201343,0.9759036144578314,0.9139072847682119,149,166,151,466,3,0.615292897315138,0.15181076780802152
ATP,Ivo Karlovic,0.8817204301075269,0.85,0.8163265306122449,93,60,49,202,0,-3.3231508436602795,-0.3287009019007435
ATP,J.J. Wolf,0.9625,0.9882352941176471,0.9615384615384616,80,85,78,243,1,1.1853699470488819,-0.46989524130229937
ATP,Jack Draper,0.9772727272727273,0.9803149606299213,0.9737827715355806,264,254,267,785,1,1.408169386885172,-0.2847705252514848
ATP,Jack Sock,0.9104477611940298,0.9130434782608695,0.8153310104529616,268,230,287,785,0,-2.0284498628919705,0.17258178581133016
ATP,Jakub Mensik,0.9876543209876543,0.9146341463414634,0.9411764705882353,162,82,85,329,4,0.3290531896398382,0.3942130583194334
ATP,James Duckworth,0.9488636363636364,0.9704142011834319,0.94,176,169,150,495,1,0.5299393405724654,-0.4876186839841257
ATP,Jan Choinski,0.9636363636363636,0.9705882352941176,0.9565217391304348,55,34,23,112,1,0.9069697384971799,-0.362524631554535
ATP,Jan Lennard Struff,0.9512195121951219,0.8990825688073395,0.8713692946058091,164,218,241,623,6,-1.0903278985759375,0.42773683450238853
ATP,Janko Tipsarevic,1.0,0.9705882352941176,0.8656716417910447,30,34,67,131,3,0.5720792833965334,1.3813081711372097
ATP,Jannik Sinner,0.9797979797979798,0.9341317365269461,0.9235836627140975,594,668,759,2021,3,0.3187111427041303,0.3914677181757826
ATP,Jared Donaldson,0.96,0.8852459016393442,0.7971014492753623,50,61,69,180,5,-1.8650965945338243,1.44269595839994
ATP,Jason Kubler,0.9910714285714286,0.979381443298969,0.8850574712643678,112,97,87,296,3,0.7495254658545213,0.9705055775431636
ATP,Jaume Munar,0.9926470588235294,0.9617834394904459,0.9553571428571429,136,157,112,405,1,1.1980767227382378,0.2649936271026965
ATP,Jay Clarke,1.0,0.8461538461538461,0.8153846153846154,10,52,65,127,5,-1.6510583295043317,2.1353436887258472
ATP,Jenson Brooksby,0.9874476987447699,0.9166666666666666,0.9448275862068966,239,144,145,528,4,0.38937980644937936,0.3467418081967608
ATP,Jeremy Chardy,0.9038461538461539,0.9078947368421053,0.8165137614678899,52,152,109,313,0,-2.1860809258606424,0.03156946914651069
ATP,Jerzy Janowicz,0.8285714285714286,0.8947368421052632,0.9178082191780822,35,38,73,146,2,-2.506386212385775,-2.6096728116603303
ATP,Jiri Lehecka,0.9747899159663865,0.9562043795620438,0.9578947368421052,119,137,95,351,1,0.8822692446445489,-0.12299118417325736
ATP,Jiri Vesely,0.9939024390243902,0.9294117647058824,0.8780487804878049,164,255,164,583,3,0.02431186870301432,1.1880011318708588
ATP,Jo Wilfried Tsonga,0.9723756906077348,0.9520295202952029,0.9323843416370107,181,271,281,733,3,0.5445832567183625,0.11232371414281656
ATP,Joao Sousa,0.9280575539568345,0.9067796610169492,0.8928571428571429,139,118,140,397,6,-1.116920585426168,-0.2987106578998997
ATP,John Isner,0.8726235741444867,0.8961593172119487,0.8485370051635112,526,703,581,1810,2,-2.502344069110865,-0.9445770776680023
ATP,John Millman,0.9626556016597511,0.9281437125748503,0.8698224852071006,241,167,169,577,6,-0.530403107689383,0.6333082404403472
ATP,Jordan Thompson,0.9691358024691358,0.9420289855072463,0.914364640883978,324,345,362,1031,3,0.1847966055531284,0.2584224069907539
ATP,Juan Ignacio Londero,0.9615384615384616,1.0,0.92,26,20,25,71,3,0.9390186331106314,-0.05591046593821789
ATP,Juan Manuel Cerundolo,0.8863636363636364,0.6829268292682927,0.9193548387096774,44,41,62,147,0,-4.609996817405924,-1.0813033190069263
ATP,Juan Martin Del Potro,0.9619771863117871,0.9377593360995851,0.8823529411764706,263,241,255,759,6,-0.2859436177520757,0.46666908966480086
ATP,Juan Martin del Potro,0.9455782312925171,0.8571428571428571,0.8875,147,70,80,297,0,-1.6062166482701192,0.20416934284427599
ATP,Juan Pablo Varillas,0.9838709677419355,0.9642857142857143,1.0,62,28,29,119,1,1.5310527564541379,-0.40789334914081965
ATP,Julien Benneteau,0.9047619047619048,0.9069767441860465,0.8043478260869565,42,43,46,131,0,-2.3017771357402674,0.1847933197696437
ATP,Juncheng Shang,1.0,0.9555555555555556,0.9444444444444444,68,90,54,212,3,1.114422811858962,0.5464984378798271
ATP,Kamil Majchrzak,0.9420289855072463,0.9696969696969697,0.9333333333333333,69,33,60,162,3,0.35592780577074773,-0.5551068594713711
ATP,Karen Khachanov,0.974293059125964,0.9133663366336634,0.8154761904761905,389,404,504,1297,5,-1.0860421575103703,1.4915410655742403
ATP,Kei Nishikori,0.9424083769633508,0.91,0.8660907127429806,382,500,463,1345,6,-1.117137495525543,0.28501052962765583
ATP,Kevin Anderson,0.9384164222873901,0.8791593695271454,0.8221830985915493,341,571,568,1480,0,-2.0272105387431942,0.7324293358138777
ATP,Kyle Edmund,0.9264705882352942,0.8901098901098901,0.8830188679245283,204,182,265,651,0,-1.4676627445958133,-0.1966877034293506
ATP,Laslo Djere,0.9668508287292817,0.9037037037037037,0.7633587786259542,181,135,131,447,5,-1.828619982763516,1.922219762847592
ATP,Learner Tien,1.0,0.9615384615384616,0.9761904761904762,55,26,42,123,1,1.5016113337210661,0.19019963900687117
ATP,Leonardo Mayer,0.9736842105263158,0.9811320754716981,0.9090909090909091,76,53,66,195,3,0.7486952373329646,0.34557906929123555
ATP,Liam Broady,0.9296875,0.9675675675675676,0.8740157480314961,128,185,127,440,6,-0.42183538331750103,-0.15965824134888112
ATP,Lloyd Harris,0.9259259259259259,0.8436018957345972,0.8267326732673267,162,211,202,575,0,-2.664875325280334,0.48298952977871845
ATP,Lorenzo Musetti,0.9672727272727273,0.8615384615384616,0.8533333333333334,275,130,300,705,5,-1.5529830243208884,1.0186609082253115
ATP,Lorenzo Sonego,0.9492753623188406,0.9022556390977443,0.9038461538461539,138,133,104,375,4,-0.7640197401333583,0.02787020217042156
ATP,Lucas Pouille,0.9020771513353115,0.8766666666666667,0.8508064516129032,337,300,248,885,0,-2.3215890591050843,-0.3277371818914166
ATP,Luciano Darderi,0.9333333333333333,0.9629629629629629,1.0,30,27,11,68,1,0.7712306565352506,-1.4514274594758292
ATP,Lukas Lacko,0.95,0.9285714285714286,1.0,20,14,16,50,4,0.5340962279137533,-1.0498283077289468
ATP,Mackenzie McDonald,0.9629629629629629,0.9333333333333333,0.8981481481481481,135,135,108,378,6,-0.1825044669168319,0.3220027898664095
ATP,Malek Jaziri,0.8301886792452831,0.7241379310344828,0.8,53,29,15,97,0,-5.9975912963483555,-1.0091907192537715
ATP,Marc Andrea Huesler,1.0,0.9411764705882353,0.9473684210526315,25,34,38,97,3,0.941009164009857,0.5383115129273219
ATP,Marco Cecchinato,0.8762886597938144,0.9178082191780822,0.8787878787878788,97,73,66,236,2,-1.8563044625090428,-1.234566611780096
ATP,Marco Trungelliti,0.918918918918919,0.972972972972973,0.9615384615384616,37,74,52,163,1,0.33238416294041634,-1.3464895845318807
ATP,Marcos Baghdatis,0.963855421686747,0.9225352112676056,0.8854961832061069,83,142,131,356,6,-0.4415448493303328,0.4963476111496647
ATP,Marcos Giron,0.9856115107913669,0.9253731343283582,0.9814814814814815,139,134,108,381,4,0.8346802445042774,-0.10560121642222925
ATP,Mariano Navone,0.9545454545454546,0.9473684210526315,1.0,44,19,15,78,1,0.8639956835247551,-0.9867836909351755
ATP,Marin Cilic,0.9290123456790124,0.9210526315789473,0.871841155234657,648,722,554,1924,6,-1.1038985407695396,-0.07316304526944303
ATP,Marius Copil,0.8787878787878788,0.9393939393939394,0.8148148148148148,33,33,27,93,2,-2.128777134218462,-0.5203562176034736
ATP,Martin Klizan,0.9090909090909091,0.9767441860465116,0.8378378378378378,44,43,37,124,6,-0.9412087728441068,-0.2061862028699982
ATP,Marton Fucsovics,0.9647058823529412,0.9506172839506173,0.8803088803088803,255,243,259,757,6,-0.08539654500987406,0.524225046548
ATP,Matteo Arnaldi,0.9841269841269841,0.8947368421052632,0.9821428571428571,126,76,56,258,4,0.3902073922930617,-0.09299575068212629
ATP,Matteo Berrettini,0.947129909365559,0.9284578696343402,0.9169184290030211,662,629,662,1953,4,-0.3036285798613874,-0.2023999704309809
ATP,Matthew Ebden,0.8936170212765957,0.8695652173913043,0.8461538461538461,47,23,13,83,0,-2.589596587476204,-0.4403059972359616
ATP,Matthew Forbes,1.0,0.9230769230769231,1.0,18,26,16,60,1,1.1905660277490284,-0.006172494448478002
ATP,Mattia Bellucci,0.984375,0.896551724137931,0.8169014084507042,64,29,71,164,5,-1.1600015820745475,1.7123410439049
ATP,Max Purcell,0.9882352941176471,0.9850746268656716,0.9318181818181818,85,67,44,196,3,1.2345554566570103,0.3921520874551822
ATP,Maxime Cressy,0.9418604651162791,0.9404761904761905,0.9416058394160584,86,168,137,391,4,0.02332258957271931,-0.6006625004060426
ATP,Maximilian Marterer,0.9555555555555556,0.9285714285714286,0.8571428571428571,45,70,84,199,6,-0.7497418055635069,0.6240562439029941
ATP,Michael Mmoh,0.9125,0.8888888888888888,0.8979591836734694,80,99,98,277,0,-1.5468962296408142,-0.646786834149187
ATP,Mikael Ymer,0.9805825242718447,0.98,0.8850574712643678,103,100,87,290,3,0.6043335826683534,0.7524505074733684
ATP,Mikhail Kukushkin,0.9172413793103448,0.956140350877193,0.8012422360248447,145,114,161,420,6,-1.4599385758632208,0.3958017002980985
ATP,Mikhail Youzhny,0.8571428571428571,0.9130434782608695,0.8333333333333334,21,23,36,80,2,-2.638286123350587,-1.1268448488590828
ATP,Milos Raonic,0.9027237354085603,0.8609865470852018,0.86875,257,446,480,1183,0,-2.3601910894052622,-0.48430001712069815
ATP,Miomir Kecmanovic,0.965,0.940677966101695,0.9553571428571429,200,118,112,430,4,0.49699004094452315,-0.27225723022380494
ATP,Mischa Zverev,0.9523809523809523,0.8888888888888888,0.8317757009345794,147,135,107,389,5,-1.594447608866168,0.9006510139929587
ATP,Mitchell Krueger,0.9629629629629629,0.9824561403508771,0.9761904761904762,27,57,42,126,1,1.2512655179835754,-0.6106721406310778
ATP,Nick Kyrgios,0.9398496240601504,0.9122486288848263,0.9035250463821892,399,547,539,1485,6,-0.7654099365743726,-0.18014681226596221
ATP,Nicolas Jarry,0.9696969696969697,0.9904761904761905,0.8944723618090452,132,105,199,436,3,0.6813468176201206,0.40718591817583727
ATP,Nicolas Mahut,1.0,0.9487179487179487,0.8214285714285714,13,39,28,80,5,-0.15702769867162264,1.9001902368657575
ATP,Nikoloz Basilashvili,0.8884120171673819,0.8138297872340425,0.783068783068783,233,188,189,610,0,-4.049364381770736,0.23235532915336984
ATP,Norbert Gombos,0.9230769230769231,0.8787878787878788,0.8863636363636364,39,33,44,116,0,-1.644023860588635,-0.2847308886438125
ATP,Novak Djokovic,0.9681238615664846,0.9409722222222222,0.9134396355353075,1098,1440,1317,3855,3,0.14631415700769876,0.24932095482972888
ATP,Nuno Borges,0.9642857142857143,0.9883720930232558,0.968,168,86,125,379,1,1.275233784198589,-0.5036828168053248
ATP,Oscar Otte,0.898989898989899,0.9158878504672897,0.9065420560747663,99,107,107,313,2,-1.2849540627559848,-1.0645361011820242
ATP,Otto Virtanen,0.9883720930232558,0.9767441860465116,0.9347826086956522,86,86,92,264,3,1.1482378026024094,0.37637599551248585
ATP,Pablo Andujar,0.890625,0.8142857142857143,0.8928571428571429,128,70,84,282,0,-2.9612390640308166,-0.9206726593935085
ATP,Pablo Carreno Busta,0.9629629629629629,0.9299065420560748,0.8604651162790697,270,214,258,742,6,-0.5906398602661409,0.7388723684065569
ATP,Paolo Lorenzi,0.960352422907489,0.934640522875817,0.8775510204081632,227,153,98,478,6,-0.3993440630902675,0.4905958318175715
ATP,Pavel Kotov,1.0,0.9230769230769231,0.8666666666666667,79,52,30,161,3,-0.08374041277554374,1.4488287734236798
ATP,Pedro Cachin,0.9733333333333334,0.8928571428571429,0.9651162790697675,150,56,86,292,4,0.04283274582942941,-0.12743254709592133
ATP,Pedro Martinez,0.9470899470899471,0.8723404255319149,0.9166666666666666,189,94,96,379,4,-1.0924672047378237,-0.10790325482104327
ATP,Peter Gojowczyk,0.9823008849557522,0.9590163934426229,0.908256880733945,113,122,109,344,3,0.5574165612887879,0.5694591561716379
ATP,Philipp Kohlschreiber,0.9171270718232044,0.8461538461538461,0.8604651162790697,181,169,172,522,0,-2.4358116301893755,-0.07139040637745964
ATP,Pierre Hugues Herbert,0.9180327868852459,0.9354838709677419,0.8404255319148937,61,62,94,217,6,-1.3631086586296153,0.01866602175224593
ATP,Quentin Halys,0.9625,0.963265306122449,0.9349112426035503,80,245,169,494,3,0.581215930944381,-0.13813278291753361
