tour,player_name,serve_pts,serve_pts_won,return_pts,return_pts_won,serve_win_pct,return_win_pct,total_win_pct
ATP,Dominik Koepfer,1947,1169,1766,646,0.6004108885464817,0.36579841449603623,0.48882305413412336
ATP,Donald Young,748,442,662,200,0.5909090909090909,0.3021148036253776,0.4553191489361702
ATP,Dudi Sela,623,391,589,177,0.6276083467094703,0.300509337860781,0.46864686468646866
ATP,Dusan Lajovic,2622,1582,2541,872,0.6033562166285278,0.3431719795356159,0.47530505520046484
ATP,Dustin Brown,382,231,352,96,0.6047120418848168,0.2727272727272727,0.44550408719346046
ATP,E Alexandrova,132,73,119,52,0.553030303030303,0.4369747899159664,0.49800796812749004
ATP,E Benchetrit,78,43,73,17,0.5512820512820513,0.2328767123287671,0.3973509933774834
ATP,E Cocciaretto,106,65,85,27,0.6132075471698113,0.3176470588235294,0.4816753926701571
ATP,E Couacaud,228,146,200,72,0.6403508771929824,0.36,0.5093457943925234
ATP,E Gerasimov,327,184,335,129,0.5626911314984709,0.3850746268656716,0.472809667673716
ATP,E Gomez,160,90,162,57,0.5625,0.35185185185185186,0.45652173913043476
ATP,E Mertens,165,105,176,85,0.6363636363636364,0.48295454545454547,0.5571847507331378
ATP,E Ruusuvuori,437,258,434,179,0.5903890160183066,0.41244239631336405,0.5017221584385764
